round,TP_0,TN_0,FP_0,FN_0,Accuracy_0,Sensitivity_0,Specificity_0,F1_0,AUC_0,TP_1,TN_1,FP_1,FN_1,Accuracy_1,Sensitivity_1,Specificity_1,F1_1,AUC_1,TP_2,TN_2,FP_2,FN_2,Accuracy_2,Sensitivity_2,Specificity_2,F1_2,AUC_2,TP_3,TN_3,FP_3,FN_3,Accuracy_3,Sensitivity_3,Specificity_3,F1_3,AUC_3,TP_4,TN_4,FP_4,FN_4,Accuracy_4,Sensitivity_4,Specificity_4,F1_4,AUC_4,TP_5,TN_5,FP_5,FN_5,Accuracy_5,Sensitivity_5,Specificity_5,F1_5,AUC_5,TP_6,TN_6,FP_6,FN_6,Accuracy_6,Sensitivity_6,Specificity_6,F1_6,AUC_6,TP_7,TN_7,FP_7,FN_7,Accuracy_7,Sensitivity_7,Specificity_7,F1_7,AUC_7,TP_8,TN_8,FP_8,FN_8,Accuracy_8,Sensitivity_8,Specificity_8,F1_8,AUC_8,TP_9,TN_9,FP_9,FN_9,Accuracy_9,Sensitivity_9,Specificity_9,F1_9,AUC_9,TP_10,TN_10,FP_10,FN_10,Accuracy_10,Sensitivity_10,Specificity_10,F1_10,AUC_10,TP_11,TN_11,FP_11,FN_11,Accuracy_11,Sensitivity_11,Specificity_11,F1_11,AUC_11
460,10,33,16,15,0.5811,0.4,0.6735,0.3922,0.6824,12,35,14,13,0.6351,0.48,0.7143,0.4706,0.689,14,31,18,11,0.6081,0.56,0.6327,0.4912,0.7102,15,35,14,10,0.6757,0.6,0.7143,0.5556,0.6759,18,39,10,7,0.7703,0.72,0.7959,0.6792,0.8514,17,33,16,8,0.6757,0.68,0.6735,0.5862,0.6759,12,48,8,7,0.8,0.6316,0.8571,0.6154,0.8261,12,48,8,7,0.8,0.6316,0.8571,0.6154,0.8308,12,51,5,7,0.84,0.6316,0.9107,0.6667,0.8581,11,44,12,8,0.7333,0.5789,0.7857,0.5238,0.8205,13,47,9,6,0.8,0.6842,0.8393,0.6341,0.8543,10,46,10,9,0.7467,0.5263,0.8214,0.5128,0.8191
461,25,29,15,5,0.7297,0.8333,0.6591,0.7143,0.8424,25,28,16,5,0.7162,0.8333,0.6364,0.7042,0.8288,27,30,14,3,0.7703,0.9,0.6818,0.7606,0.8235,27,32,12,3,0.7973,0.9,0.7273,0.7826,0.8644,27,28,16,3,0.7432,0.9,0.6364,0.7397,0.8833,28,30,14,2,0.7838,0.9333,0.6818,0.7778,0.8394,13,47,9,6,0.8,0.6842,0.8393,0.6341,0.8402,15,48,8,4,0.84,0.7895,0.8571,0.7143,0.8468,14,50,6,5,0.8533,0.7368,0.8929,0.7179,0.8816,13,48,8,6,0.8133,0.6842,0.8571,0.65,0.8618,15,47,9,4,0.8267,0.7895,0.8393,0.6977,0.8788,12,48,8,7,0.8,0.6316,0.8571,0.6154,0.8454
462,11,32,17,14,0.5811,0.44,0.6531,0.4151,0.711,11,34,15,14,0.6081,0.44,0.6939,0.4314,0.7355,14,35,14,11,0.6622,0.56,0.7143,0.5283,0.7273,15,36,13,10,0.6892,0.6,0.7347,0.566,0.7273,19,39,10,6,0.7838,0.76,0.7959,0.7037,0.8653,18,33,16,7,0.6892,0.72,0.6735,0.6102,0.7478,14,46,7,8,0.8,0.6364,0.8679,0.6512,0.8285,16,50,3,6,0.88,0.7273,0.9434,0.7805,0.8413,17,51,2,5,0.9067,0.7727,0.9623,0.8293,0.8722,16,49,4,6,0.8667,0.7273,0.9245,0.7619,0.8448,16,48,5,6,0.8533,0.7273,0.9057,0.7442,0.8499,17,47,6,5,0.8533,0.7727,0.8868,0.7556,0.8366
463,15,37,16,6,0.7027,0.7143,0.6981,0.5769,0.8005,16,40,13,5,0.7568,0.7619,0.7547,0.64,0.8401,17,39,14,4,0.7568,0.8095,0.7358,0.6538,0.8509,16,40,13,5,0.7568,0.7619,0.7547,0.64,0.8347,19,39,14,2,0.7838,0.9048,0.7358,0.7037,0.9128,17,38,15,4,0.7432,0.8095,0.717,0.6415,0.8239,14,39,14,8,0.7067,0.6364,0.7358,0.56,0.7599,14,45,8,8,0.7867,0.6364,0.8491,0.6364,0.7633,14,48,5,8,0.8267,0.6364,0.9057,0.6829,0.8096,13,42,11,9,0.7333,0.5909,0.7925,0.5652,0.7959,16,44,9,6,0.8,0.7273,0.8302,0.6809,0.8156,14,38,15,8,0.6933,0.6364,0.717,0.549,0.7822
464,22,26,15,11,0.6486,0.6667,0.6341,0.6286,0.8056,29,31,10,4,0.8108,0.8788,0.7561,0.8056,0.8514,30,29,12,3,0.7973,0.9091,0.7073,0.8,0.8418,27,30,11,6,0.7703,0.8182,0.7317,0.7606,0.8197,31,31,10,2,0.8378,0.9394,0.7561,0.8378,0.915,32,26,15,1,0.7838,0.9697,0.6341,0.8,0.7967,8,49,14,4,0.76,0.6667,0.7778,0.4706,0.8651,9,54,9,3,0.84,0.75,0.8571,0.6,0.9061,10,56,7,2,0.88,0.8333,0.8889,0.6897,0.9378,8,54,9,4,0.8267,0.6667,0.8571,0.5517,0.9034,11,54,9,1,0.8667,0.9167,0.8571,0.6875,0.9325,7,49,14,5,0.7467,0.5833,0.7778,0.4242,0.8704
465,18,27,19,10,0.6081,0.6429,0.587,0.5538,0.7725,20,28,18,8,0.6486,0.7143,0.6087,0.6061,0.7873,22,29,17,6,0.6892,0.7857,0.6304,0.6567,0.7966,23,30,16,5,0.7162,0.8214,0.6522,0.6866,0.7888,25,32,14,3,0.7703,0.8929,0.6957,0.7463,0.8657,22,28,18,6,0.6757,0.7857,0.6087,0.6471,0.7655,10,34,20,11,0.5867,0.4762,0.6296,0.3922,0.6526,11,45,9,10,0.7467,0.5238,0.8333,0.5366,0.7205,13,47,7,8,0.8,0.619,0.8704,0.6341,0.7928,10,39,15,11,0.6533,0.4762,0.7222,0.4348,0.7134,13,44,10,8,0.76,0.619,0.8148,0.5909,0.8042,9,33,21,12,0.56,0.4286,0.6111,0.3529,0.6561
466,17,39,11,7,0.7568,0.7083,0.78,0.6538,0.8008,17,39,11,7,0.7568,0.7083,0.78,0.6538,0.815,17,37,13,7,0.7297,0.7083,0.74,0.6296,0.8258,19,40,10,5,0.7973,0.7917,0.8,0.717,0.8133,21,38,12,3,0.7973,0.875,0.76,0.7368,0.9292,19,40,10,5,0.7973,0.7917,0.8,0.717,0.8279,13,42,12,8,0.7333,0.619,0.7778,0.5652,0.8342,16,44,10,5,0.8,0.7619,0.8148,0.6809,0.8201,17,48,6,4,0.8667,0.8095,0.8889,0.7727,0.881,15,41,13,6,0.7467,0.7143,0.7593,0.6122,0.8563,18,47,7,3,0.8667,0.8571,0.8704,0.7826,0.9083,13,42,12,8,0.7333,0.619,0.7778,0.5652,0.821
467,15,37,14,8,0.7027,0.6522,0.7255,0.5769,0.821,15,36,15,8,0.6892,0.6522,0.7059,0.566,0.8039,17,37,14,6,0.7297,0.7391,0.7255,0.6296,0.8167,18,38,13,5,0.7568,0.7826,0.7451,0.6667,0.8176,20,40,11,3,0.8108,0.8696,0.7843,0.7407,0.902,20,38,13,3,0.7838,0.8696,0.7451,0.7143,0.8291,13,44,15,3,0.76,0.8125,0.7458,0.5909,0.8369,11,51,8,5,0.8267,0.6875,0.8644,0.6286,0.839,14,53,6,2,0.8933,0.875,0.8983,0.7778,0.9131,11,49,10,5,0.8,0.6875,0.8305,0.5946,0.893,13,51,8,3,0.8533,0.8125,0.8644,0.7027,0.8978,13,45,14,3,0.7733,0.8125,0.7627,0.6047,0.8729
468,16,31,17,10,0.6351,0.6154,0.6458,0.5424,0.7348,15,33,15,11,0.6486,0.5769,0.6875,0.5357,0.6739,17,31,17,9,0.6486,0.6538,0.6458,0.5667,0.73,19,33,15,7,0.7027,0.7308,0.6875,0.6333,0.754,20,35,13,6,0.7432,0.7692,0.7292,0.678,0.8486,19,32,16,7,0.6892,0.7308,0.6667,0.623,0.7188,11,51,5,8,0.8267,0.5789,0.9107,0.6286,0.8656,11,53,3,8,0.8533,0.5789,0.9464,0.6667,0.8929,14,53,3,5,0.8933,0.7368,0.9464,0.7778,0.9201,10,51,5,9,0.8133,0.5263,0.9107,0.5882,0.8947,17,53,3,2,0.9333,0.8947,0.9464,0.8718,0.9098,9,51,5,10,0.8,0.4737,0.9107,0.5455,0.8905
469,19,26,17,12,0.6081,0.6129,0.6047,0.5672,0.7592,18,32,11,13,0.6757,0.5806,0.7442,0.6,0.8207,21,32,11,10,0.7162,0.6774,0.7442,0.6667,0.7877,22,30,13,9,0.7027,0.7097,0.6977,0.6667,0.8132,26,32,11,5,0.7838,0.8387,0.7442,0.7647,0.8972,24,27,16,7,0.6892,0.7742,0.6279,0.6761,0.7922,13,46,11,5,0.7867,0.7222,0.807,0.619,0.8723,12,49,8,6,0.8133,0.6667,0.8596,0.6316,0.8674,14,51,6,4,0.8667,0.7778,0.8947,0.7368,0.9201,12,49,8,6,0.8133,0.6667,0.8596,0.6316,0.9016,15,48,9,3,0.84,0.8333,0.8421,0.7143,0.9055,12,47,10,6,0.7867,0.6667,0.8246,0.6,0.8811
470,19,30,11,14,0.6622,0.5758,0.7317,0.6032,0.7554,19,31,10,14,0.6757,0.5758,0.7561,0.6129,0.7687,21,31,10,12,0.7027,0.6364,0.7561,0.6562,0.7783,21,33,8,12,0.7297,0.6364,0.8049,0.6774,0.7775,27,34,7,6,0.8243,0.8182,0.8293,0.806,0.9098,24,31,10,9,0.7432,0.7273,0.7561,0.7164,0.8004,15,40,16,4,0.7333,0.7895,0.7143,0.6,0.812,15,44,12,4,0.7867,0.7895,0.7857,0.6522,0.8496,15,47,9,4,0.8267,0.7895,0.8393,0.6977,0.8712,15,44,12,4,0.7867,0.7895,0.7857,0.6522,0.859,17,47,9,2,0.8533,0.8947,0.8393,0.7556,0.8571,13,42,14,6,0.7333,0.6842,0.75,0.5652,0.8304
471,13,29,12,20,0.5676,0.3939,0.7073,0.4483,0.7236,16,31,10,17,0.6351,0.4848,0.7561,0.5424,0.7635,19,28,13,14,0.6351,0.5758,0.6829,0.5846,0.7162,18,31,10,15,0.6622,0.5455,0.7561,0.5902,0.7288,23,31,10,10,0.7297,0.697,0.7561,0.697,0.8507,22,30,11,11,0.7027,0.6667,0.7317,0.6667,0.7605,11,49,8,7,0.8,0.6111,0.8596,0.5946,0.7973,14,52,5,4,0.88,0.7778,0.9123,0.7568,0.845,12,53,4,6,0.8667,0.6667,0.9298,0.7059,0.8431,12,49,8,6,0.8133,0.6667,0.8596,0.6316,0.8099,14,52,5,4,0.88,0.7778,0.9123,0.7568,0.8377,11,48,9,7,0.7867,0.6111,0.8421,0.5789,0.8099
472,24,28,16,6,0.7027,0.8,0.6364,0.6857,0.8341,22,31,13,8,0.7162,0.7333,0.7045,0.6769,0.8379,25,29,15,5,0.7297,0.8333,0.6591,0.7143,0.8652,27,30,14,3,0.7703,0.9,0.6818,0.7606,0.85,28,33,11,2,0.8243,0.9333,0.75,0.8116,0.9235,26,29,15,4,0.7432,0.8667,0.6591,0.7324,0.8277,14,44,10,7,0.7733,0.6667,0.8148,0.6222,0.8183,15,45,9,6,0.8,0.7143,0.8333,0.6667,0.7981,16,48,6,5,0.8533,0.7619,0.8889,0.7442,0.8554,14,42,12,7,0.7467,0.6667,0.7778,0.5957,0.8413,15,46,8,6,0.8133,0.7143,0.8519,0.6818,0.8439,15,43,11,6,0.7733,0.7143,0.7963,0.6383,0.8382
473,13,37,15,9,0.6757,0.5909,0.7115,0.52,0.7579,13,36,16,9,0.6622,0.5909,0.6923,0.5098,0.7631,14,39,13,8,0.7162,0.6364,0.75,0.5714,0.778,15,37,15,7,0.7027,0.6818,0.7115,0.5769,0.7483,16,42,10,6,0.7838,0.7273,0.8077,0.6667,0.8671,16,36,16,6,0.7027,0.7273,0.6923,0.5926,0.743,18,37,11,9,0.7333,0.6667,0.7708,0.6429,0.8218,19,40,8,8,0.7867,0.7037,0.8333,0.7037,0.7994,22,40,8,5,0.8267,0.8148,0.8333,0.7719,0.8603,19,37,11,8,0.7467,0.7037,0.7708,0.6667,0.8573,23,38,10,4,0.8133,0.8519,0.7917,0.7667,0.8596,17,37,11,10,0.72,0.6296,0.7708,0.6182,0.7994
474,20,28,16,10,0.6486,0.6667,0.6364,0.6061,0.7652,20,31,13,10,0.6892,0.6667,0.7045,0.6349,0.7432,20,31,13,10,0.6892,0.6667,0.7045,0.6349,0.7235,19,32,12,11,0.6892,0.6333,0.7273,0.623,0.7833,22,34,10,8,0.7568,0.7333,0.7727,0.7097,0.8621,23,28,16,7,0.6892,0.7667,0.6364,0.6667,0.7621,11,41,17,6,0.6933,0.6471,0.7069,0.4889,0.7333,10,49,9,7,0.7867,0.5882,0.8448,0.5556,0.7505,12,50,8,5,0.8267,0.7059,0.8621,0.6486,0.8114,10,46,12,7,0.7467,0.5882,0.7931,0.5128,0.7779,11,49,9,6,0.8,0.6471,0.8448,0.5946,0.7825,11,42,16,6,0.7067,0.6471,0.7241,0.5,0.7505
475,15,33,18,8,0.6486,0.6522,0.6471,0.5357,0.682,14,36,15,9,0.6757,0.6087,0.7059,0.5385,0.7204,16,34,17,7,0.6757,0.6957,0.6667,0.5714,0.7434,15,33,18,8,0.6486,0.6522,0.6471,0.5357,0.6999,19,31,20,4,0.6757,0.8261,0.6078,0.6129,0.8431,19,32,19,4,0.6892,0.8261,0.6275,0.623,0.705,17,40,12,6,0.76,0.7391,0.7692,0.6538,0.8278,16,46,6,7,0.8267,0.6957,0.8846,0.7111,0.842,18,47,5,5,0.8667,0.7826,0.9038,0.7826,0.8662,16,42,10,7,0.7733,0.6957,0.8077,0.6531,0.8428,17,42,10,6,0.7867,0.7391,0.8077,0.68,0.8512,18,40,12,5,0.7733,0.7826,0.7692,0.6792,0.8261
476,17,29,19,9,0.6216,0.6538,0.6042,0.5484,0.7692,17,33,15,9,0.6757,0.6538,0.6875,0.5862,0.774,20,34,14,6,0.7297,0.7692,0.7083,0.6667,0.7804,20,34,14,6,0.7297,0.7692,0.7083,0.6667,0.7845,22,37,11,4,0.7973,0.8462,0.7708,0.7458,0.8814,20,29,19,6,0.6622,0.7692,0.6042,0.6154,0.7696,9,43,14,9,0.6933,0.5,0.7544,0.439,0.8012,15,49,8,3,0.8533,0.8333,0.8596,0.7317,0.8509,12,52,5,6,0.8533,0.6667,0.9123,0.6857,0.8928,11,47,10,7,0.7733,0.6111,0.8246,0.5641,0.8616,16,51,6,2,0.8933,0.8889,0.8947,0.8,0.9103,11,43,14,7,0.72,0.6111,0.7544,0.5116,0.8343
477,15,28,12,19,0.5811,0.4412,0.7,0.4918,0.6772,11,30,10,23,0.5541,0.3235,0.75,0.4,0.6662,13,30,10,21,0.5811,0.3824,0.75,0.4561,0.6485,16,32,8,18,0.6486,0.4706,0.8,0.5517,0.6721,23,30,10,11,0.7162,0.6765,0.75,0.6866,0.814,18,28,12,16,0.6216,0.5294,0.7,0.5625,0.7162,6,50,12,7,0.7467,0.4615,0.8065,0.3871,0.6985,7,49,13,6,0.7467,0.5385,0.7903,0.4242,0.6787,7,55,7,6,0.8267,0.5385,0.8871,0.5185,0.7605,6,51,11,7,0.76,0.4615,0.8226,0.4,0.763,9,52,10,4,0.8133,0.6923,0.8387,0.5625,0.7705,5,49,13,8,0.72,0.3846,0.7903,0.3226,0.7233
478,14,33,15,12,0.6351,0.5385,0.6875,0.5091,0.746,13,35,13,13,0.6486,0.5,0.7292,0.5,0.7204,16,34,14,10,0.6757,0.6154,0.7083,0.5714,0.6939,16,36,12,10,0.7027,0.6154,0.75,0.5926,0.6987,17,38,10,9,0.7432,0.6538,0.7917,0.6415,0.847,19,35,13,7,0.7297,0.7308,0.7292,0.6552,0.7388,17,40,11,7,0.76,0.7083,0.7843,0.6538,0.8178,16,43,8,8,0.7867,0.6667,0.8431,0.6667,0.7917,17,44,7,7,0.8133,0.7083,0.8627,0.7083,0.8211,15,42,9,9,0.76,0.625,0.8235,0.625,0.8268,16,43,8,8,0.7867,0.6667,0.8431,0.6667,0.8068,17,41,10,7,0.7733,0.7083,0.8039,0.6667,0.8129
479,19,29,16,10,0.6486,0.6552,0.6444,0.5938,0.7479,18,31,14,11,0.6622,0.6207,0.6889,0.5902,0.705,22,28,17,7,0.6757,0.7586,0.6222,0.6471,0.7456,20,30,15,9,0.6757,0.6897,0.6667,0.625,0.7418,23,31,14,6,0.7297,0.7931,0.6889,0.697,0.8345,25,28,17,4,0.7162,0.8621,0.6222,0.7042,0.7406,10,43,17,5,0.7067,0.6667,0.7167,0.4762,0.8178,11,48,12,4,0.7867,0.7333,0.8,0.5789,0.8489,12,48,12,3,0.8,0.8,0.8,0.6154,0.8633,11,45,15,4,0.7467,0.7333,0.75,0.5366,0.8356,13,46,14,2,0.7867,0.8667,0.7667,0.619,0.8483,10,42,18,5,0.6933,0.6667,0.7,0.4651,0.8044
480,17,31,15,11,0.6486,0.6071,0.6739,0.5667,0.7213,19,33,13,9,0.7027,0.6786,0.7174,0.6333,0.7818,19,32,14,9,0.6892,0.6786,0.6957,0.623,0.8207,18,33,13,10,0.6892,0.6429,0.7174,0.6102,0.778,25,35,11,3,0.8108,0.8929,0.7609,0.7812,0.8859,21,31,15,7,0.7027,0.75,0.6739,0.6562,0.7826,15,40,14,6,0.7333,0.7143,0.7407,0.6,0.8254,14,46,8,7,0.8,0.6667,0.8519,0.6512,0.851,18,50,4,3,0.9067,0.8571,0.9259,0.8372,0.9206,14,45,9,7,0.7867,0.6667,0.8333,0.6364,0.8642,17,48,6,4,0.8667,0.8095,0.8889,0.7727,0.8951,15,42,12,6,0.76,0.7143,0.7778,0.625,0.8444
481,20,31,18,5,0.6892,0.8,0.6327,0.6349,0.8057,18,33,16,7,0.6892,0.72,0.6735,0.6102,0.7731,21,36,13,4,0.7703,0.84,0.7347,0.7119,0.8114,20,37,12,5,0.7703,0.8,0.7551,0.7018,0.8212,21,35,14,4,0.7568,0.84,0.7143,0.7,0.8694,23,32,17,2,0.7432,0.92,0.6531,0.7077,0.8057,10,40,13,12,0.6667,0.4545,0.7547,0.4444,0.7298,14,46,7,8,0.8,0.6364,0.8679,0.6512,0.7719,15,47,6,7,0.8267,0.6818,0.8868,0.6977,0.8165,13,43,10,9,0.7467,0.5909,0.8113,0.5778,0.7813,19,44,9,3,0.84,0.8636,0.8302,0.76,0.8199,11,39,14,11,0.6667,0.5,0.7358,0.4681,0.753
482,16,32,14,12,0.6486,0.5714,0.6957,0.5517,0.7741,16,32,14,12,0.6486,0.5714,0.6957,0.5517,0.7585,16,34,12,12,0.6757,0.5714,0.7391,0.5714,0.7477,18,37,9,10,0.7432,0.6429,0.8043,0.6545,0.7376,20,35,11,8,0.7432,0.7143,0.7609,0.678,0.8727,21,35,11,7,0.7568,0.75,0.7609,0.7,0.776,9,49,6,11,0.7733,0.45,0.8909,0.5143,0.79,13,49,6,7,0.8267,0.65,0.8909,0.6667,0.8291,12,52,3,8,0.8533,0.6,0.9455,0.6857,0.8691,9,47,8,11,0.7467,0.45,0.8545,0.4865,0.8318,16,50,5,4,0.88,0.8,0.9091,0.7805,0.8864,7,50,5,13,0.76,0.35,0.9091,0.4375,0.8191
483,16,33,16,9,0.6622,0.64,0.6735,0.5614,0.8049,16,37,12,9,0.7162,0.64,0.7551,0.6038,0.8318,19,36,13,6,0.7432,0.76,0.7347,0.6667,0.8204,17,36,13,8,0.7162,0.68,0.7347,0.6182,0.8294,21,39,10,4,0.8108,0.84,0.7959,0.75,0.8833,20,34,15,5,0.7297,0.8,0.6939,0.6667,0.8367,13,48,9,5,0.8133,0.7222,0.8421,0.65,0.8606,11,47,10,7,0.7733,0.6111,0.8246,0.5641,0.8704,13,51,6,5,0.8533,0.7222,0.8947,0.7027,0.9035,11,45,12,7,0.7467,0.6111,0.7895,0.5366,0.8704,14,50,7,4,0.8533,0.7778,0.8772,0.7179,0.9006,13,49,8,5,0.8267,0.7222,0.8596,0.6667,0.8548
484,15,32,17,10,0.6351,0.6,0.6531,0.5263,0.7478,14,33,16,11,0.6351,0.56,0.6735,0.5091,0.6996,15,32,17,10,0.6351,0.6,0.6531,0.5263,0.7037,16,34,15,9,0.6757,0.64,0.6939,0.5714,0.7347,17,37,12,8,0.7297,0.68,0.7551,0.6296,0.8302,18,33,16,7,0.6892,0.72,0.6735,0.6102,0.7396,13,42,10,10,0.7333,0.5652,0.8077,0.5652,0.74,17,42,10,6,0.7867,0.7391,0.8077,0.68,0.7651,15,44,8,8,0.7867,0.6522,0.8462,0.6522,0.7651,14,40,12,9,0.72,0.6087,0.7692,0.5714,0.7366,19,43,9,4,0.8267,0.8261,0.8269,0.7451,0.768,13,41,11,10,0.72,0.5652,0.7885,0.5532,0.7408
485,15,35,11,13,0.6757,0.5357,0.7609,0.5556,0.75,16,37,9,12,0.7162,0.5714,0.8043,0.6038,0.7329,21,33,13,7,0.7297,0.75,0.7174,0.6774,0.7896,21,36,10,7,0.7703,0.75,0.7826,0.7119,0.7849,25,37,9,3,0.8378,0.8929,0.8043,0.8065,0.9208,22,34,12,6,0.7568,0.7857,0.7391,0.7097,0.7733,13,45,13,4,0.7733,0.7647,0.7759,0.6047,0.8154,12,47,11,5,0.7867,0.7059,0.8103,0.6,0.8144,13,49,9,4,0.8267,0.7647,0.8448,0.6667,0.8174,12,45,13,5,0.76,0.7059,0.7759,0.5714,0.8316,12,49,9,5,0.8133,0.7059,0.8448,0.6316,0.8002,13,45,13,4,0.7733,0.7647,0.7759,0.6047,0.8296
486,13,40,16,5,0.7162,0.7222,0.7143,0.5532,0.8145,10,44,12,8,0.7297,0.5556,0.7857,0.5,0.8165,12,38,18,6,0.6757,0.6667,0.6786,0.5,0.7857,13,39,17,5,0.7027,0.7222,0.6964,0.5417,0.8056,13,41,15,5,0.7297,0.7222,0.7321,0.5652,0.8859,15,38,18,3,0.7162,0.8333,0.6786,0.5882,0.8001,17,40,12,6,0.76,0.7391,0.7692,0.6538,0.8253,17,45,7,6,0.8267,0.7391,0.8654,0.7234,0.8453,18,45,7,5,0.84,0.7826,0.8654,0.75,0.8654,15,39,13,8,0.72,0.6522,0.75,0.5882,0.8202,20,45,7,3,0.8667,0.8696,0.8654,0.8,0.8679,14,39,13,9,0.7067,0.6087,0.75,0.56,0.8002
487,14,25,23,12,0.527,0.5385,0.5208,0.4444,0.6723,14,30,18,12,0.5946,0.5385,0.625,0.4828,0.6683,17,28,20,9,0.6081,0.6538,0.5833,0.5397,0.6939,17,28,20,9,0.6081,0.6538,0.5833,0.5397,0.6835,19,32,16,7,0.6892,0.7308,0.6667,0.623,0.7885,19,25,23,7,0.5946,0.7308,0.5208,0.5588,0.6755,13,46,8,8,0.7867,0.619,0.8519,0.619,0.8695,15,47,7,6,0.8267,0.7143,0.8704,0.6977,0.8845,16,49,5,5,0.8667,0.7619,0.9074,0.7619,0.9162,14,44,10,7,0.7733,0.6667,0.8148,0.6222,0.8924,17,48,6,4,0.8667,0.8095,0.8889,0.7727,0.9215,14,45,9,7,0.7867,0.6667,0.8333,0.6364,0.8783
488,16,31,15,12,0.6351,0.5714,0.6739,0.5424,0.7531,17,33,13,11,0.6757,0.6071,0.7174,0.5862,0.7422,19,32,14,9,0.6892,0.6786,0.6957,0.623,0.7787,18,34,12,10,0.7027,0.6429,0.7391,0.6207,0.771,24,36,10,4,0.8108,0.8571,0.7826,0.7742,0.9061,20,32,14,8,0.7027,0.7143,0.6957,0.6452,0.7702,12,41,12,10,0.7067,0.5455,0.7736,0.5217,0.7959,15,45,8,7,0.8,0.6818,0.8491,0.6667,0.8328,15,47,6,7,0.8267,0.6818,0.8868,0.6977,0.8654,14,42,11,8,0.7467,0.6364,0.7925,0.5957,0.8293,17,46,7,5,0.84,0.7727,0.8679,0.7391,0.8696,14,39,14,8,0.7067,0.6364,0.7358,0.56,0.7925
489,17,29,14,14,0.6216,0.5484,0.6744,0.5484,0.7337,21,32,11,10,0.7162,0.6774,0.7442,0.6667,0.7719,22,29,14,9,0.6892,0.7097,0.6744,0.6567,0.7802,21,30,13,10,0.6892,0.6774,0.6977,0.6462,0.7202,24,32,11,7,0.7568,0.7742,0.7442,0.7273,0.8702,24,28,15,7,0.7027,0.7742,0.6512,0.6857,0.7082,15,40,13,7,0.7333,0.6818,0.7547,0.6,0.8079,14,44,9,8,0.7733,0.6364,0.8302,0.6222,0.8259,15,49,4,7,0.8533,0.6818,0.9245,0.7317,0.8722,13,47,6,9,0.8,0.5909,0.8868,0.6341,0.8336,15,47,6,7,0.8267,0.6818,0.8868,0.6977,0.8405,14,40,13,8,0.72,0.6364,0.7547,0.5714,0.8087
490,18,34,11,11,0.7027,0.6207,0.7556,0.6207,0.8567,21,35,10,8,0.7568,0.7241,0.7778,0.7,0.8605,22,31,14,7,0.7162,0.7586,0.6889,0.6769,0.8559,20,32,13,9,0.7027,0.6897,0.7111,0.6452,0.8307,26,35,10,3,0.8243,0.8966,0.7778,0.8,0.9264,23,31,14,6,0.7297,0.7931,0.6889,0.697,0.8391,9,51,9,6,0.8,0.6,0.85,0.5455,0.89,13,54,6,2,0.8933,0.8667,0.9,0.7647,0.9233,13,56,4,2,0.92,0.8667,0.9333,0.8125,0.9411,11,53,7,4,0.8533,0.7333,0.8833,0.6667,0.9244,15,55,5,0,0.9333,1.0,0.9167,0.8571,0.9567,11,52,8,4,0.84,0.7333,0.8667,0.6471,0.9133
491,18,27,18,11,0.6081,0.6207,0.6,0.5538,0.6966,19,31,14,10,0.6757,0.6552,0.6889,0.6129,0.7188,20,29,16,9,0.6622,0.6897,0.6444,0.6154,0.7318,20,31,14,9,0.6892,0.6897,0.6889,0.6349,0.7257,23,34,11,6,0.7703,0.7931,0.7556,0.7302,0.8299,22,28,17,7,0.6757,0.7586,0.6222,0.6471,0.7169,7,42,20,6,0.6533,0.5385,0.6774,0.35,0.7357,7,50,12,6,0.76,0.5385,0.8065,0.4375,0.7593,8,52,10,5,0.8,0.6154,0.8387,0.5161,0.8127,7,47,15,6,0.72,0.5385,0.7581,0.4,0.7568,10,51,11,3,0.8133,0.7692,0.8226,0.5882,0.8325,6,43,19,7,0.6533,0.4615,0.6935,0.3158,0.732
492,17,40,8,9,0.7703,0.6538,0.8333,0.6667,0.8646,20,40,8,6,0.8108,0.7692,0.8333,0.7407,0.8542,20,39,9,6,0.7973,0.7692,0.8125,0.7273,0.863,18,39,9,8,0.7703,0.6923,0.8125,0.6792,0.8662,23,39,9,3,0.8378,0.8846,0.8125,0.7931,0.9062,22,39,9,4,0.8243,0.8462,0.8125,0.7719,0.8834,16,38,12,9,0.72,0.64,0.76,0.6038,0.8176,19,40,10,6,0.7867,0.76,0.8,0.7037,0.824,18,42,8,7,0.8,0.72,0.84,0.7059,0.8296,17,38,12,8,0.7333,0.68,0.76,0.6296,0.84,20,42,8,5,0.8267,0.8,0.84,0.7547,0.8424,17,37,13,8,0.72,0.68,0.74,0.6182,0.8296
493,14,32,16,12,0.6216,0.5385,0.6667,0.5,0.6939,16,30,18,10,0.6216,0.6154,0.625,0.5333,0.6883,16,31,17,10,0.6351,0.6154,0.6458,0.5424,0.6779,16,32,16,10,0.6486,0.6154,0.6667,0.5517,0.6707,18,30,18,8,0.6486,0.6923,0.625,0.5806,0.7476,19,30,18,7,0.6622,0.7308,0.625,0.6032,0.7071,10,52,8,5,0.8267,0.6667,0.8667,0.6061,0.8389,12,53,7,3,0.8667,0.8,0.8833,0.7059,0.8611,12,58,2,3,0.9333,0.8,0.9667,0.8276,0.8944,11,53,7,4,0.8533,0.7333,0.8833,0.6667,0.8633,12,54,6,3,0.88,0.8,0.9,0.7273,0.8867,10,52,8,5,0.8267,0.6667,0.8667,0.6061,0.8389
